2385.812967859656,2899.356889048774,2691.5827968979306,2883.9023601336294,2746.801209398042,2844.860157148554,2526.698854121205,2902.4216594726836,2847.398236835514,2911.9118607999962,2042.5994225861061,2222.586462372023,2994.5209941970343,2269.8201545563534,2771.1007672014066,2257.655520750796,2894.9879834058106,2445.551911385327,2072.897738342632,2006.975043955563
2564.601177266886,2210.8122344899307,2675.8046644270835,2541.5851802904763,2791.763678048196,2333.5805115341686,2414.612696516646,2919.2679248321538,2454.4026965905173,2442.421900255111,2268.497258275128,2497.4083645677165,2992.0331552351026,2128.4030783346607,2191.3581304381223,2488.8659607884165,2818.671280848235,2123.899115891889,2310.0449723214447,2319.543732151448
2697.0513595818747,2275.6010284066574,2848.085727449892,2879.6352152094487,2924.4924347575834,2146.3116689120084,2494.6187294790666,2807.167784819401,2338.819527941821,2375.697733843628,2326.4827589565484,2319.2846607349124,2786.6113687660236,2865.5484637138366,2812.367081693136,2708.9792111711267,2552.6156689509353,2927.6420825483874,2427.1328763167103,2902.4653338522767
2100.8519115466643,2759.811578287134,2496.7739750694172,2678.351773282257,2738.1645561782334,2183.4769256985505,2290.879553574783,2664.41876164592,2019.4114557319892,2087.323125177964,2746.716114918783,2170.6513084518756,2624.939440343752,2460.2037677390017,2557.0243528324654,2171.4772368199997,2248.6567772624976,2098.9877471702102,2423.4475531202056,2112.3158035281062
2575.437353234982,2028.5166181757847,2663.3661608509674,2788.07649483977,2780.8301467309975,2090.776807811029,2128.411922392295,2449.699784190383,2131.2079353059767,2895.8121435922767,2394.355130459815,2356.003922881908,2948.772699917292,2181.7566630527604,2323.9587549473204,2995.3684170001316,2499.2786334800035,2225.3288341799102,2058.5252340922248,2570.1247731459343
2015.7472296666263,2261.9181895745655,2594.075209561926,2218.0183789743687,2479.249680364976,2676.9576677771247,2385.7652511919387,2746.5448032400436,2352.8168458883642,2080.5543110387684,2647.613253130522,2397.4374449728048,2982.1229146977603,2982.423276166871,2893.1111978417416,2950.211639852982,2160.399982355395,2516.768758016637,2310.696847702105,2608.1450068570266
2544.5315159842717,2480.4759425723705,2359.4684491798844,2098.196955309342,2465.524275764209,2876.7851437766612,2900.5966482461786,2676.5049699054534,2433.460866808502,2284.9228423216705,2992.0556182439536,2366.379550883402,2429.443889865892,2720.823968203287,2720.006774074717,2795.1654225899165,2495.059294283433,2450.33101253479,2638.5335764324254,2810.8988051712727
2446.588834149345,2444.664935542058,2039.7116808459455,2342.6520566816594,2268.7592418344216,2158.060935498086,2823.4844905543355,2395.6176690582906,2866.8513488754134,2966.734729237376,2921.4404527941415,2212.5331916066716,2277.484387657522,2635.2299217476475,2305.299016642917,2787.6374335394244,2586.299512787234,2462.8785922417974,2768.3834966530158,2467.516185886936
2554.5601170424807,2904.401807931707,2974.376963580613,2825.117471768081,2475.037742831941,2465.9026871068327,2909.8171002522986,2894.176623177986,2968.6499058554837,2914.2712705922936,2469.6898701911323,2830.101257055613,2319.115034501205,2048.1913636057543,2105.238292369155,2686.295562867194,2812.453374883055,2938.176320745632,2715.2718060372,2143.152381153225
2572.4448471606056,2349.74048867592,2849.603261969691,2502.393213272273,2995.5607236624546,2869.33370995563,2243.3038351565992,2669.236151879867,2842.648437312671,2700.554710650023,2269.550436733977,2681.127586482862,2101.939614607599,2821.948795396217,2694.7408633990367,2046.0792271699256,2283.108082119783,2722.5720511834024,2701.174334742463,2806.9022946735395
